ServiceNo,Operator,Direction,StopSequence,BusStopCode,Distance
107M,SBST,1,41,01211,15.2
107M,SBST,1,42,01311,15.5
107M,SBST,1,43,07371,15.8
107M,SBST,1,44,60011,16.4
107M,SBST,1,45,60021,17
107M,SBST,1,46,60031,17.5
107M,SBST,1,47,60229,17.8
107M,SBST,1,48,60159,18.3
107M,SBST,1,49,60161,19.4
107M,SBST,1,50,60201,20
107M,SBST,1,51,60261,20.2
107M,SBST,1,52,61119,20.8
107M,SBST,1,53,61031,21.3
107M,SBST,1,54,61041,21.6
107M,SBST,1,55,62111,22
107M,SBST,1,56,62121,22.2
107M,SBST,1,57,62131,22.5
107M,SBST,1,58,62141,22.9
107M,SBST,1,59,63011,23.4
107M,SBST,1,60,63021,23.9
107M,SBST,1,61,63031,24.5
107M,SBST,1,62,63041,24.8
107M,SBST,1,63,63051,25
107M,SBST,1,64,63349,25.5
107M,SBST,1,65,63359,26
107M,SBST,1,66,64521,26.3
107M,SBST,1,67,64559,26.5
107M,SBST,1,68,64009,26.8
109,SBST,1,1,66009,0
109,SBST,1,2,66361,0.6
109,SBST,1,3,66041,1.1
109,SBST,1,4,66051,1.4
109,SBST,1,5,63361,1.8
109,SBST,1,6,63181,2.2
109,SBST,1,7,63191,2.6
109,SBST,1,8,63201,2.8
109,SBST,1,9,63211,3.1
109,SBST,1,10,64101,3.6
109,SBST,1,11,64491,4.2
109,SBST,1,12,64481,4.4
109,SBST,1,13,64471,4.7
109,SBST,1,14,64601,4.9
109,SBST,1,15,64611,5.2
109,SBST,1,16,64469,5.4
109,SBST,1,17,64629,5.8
109,SBST,1,18,67459,6
109,SBST,1,19,67469,6.3
109,SBST,1,20,67279,6.6
109,SBST,1,21,67449,7
109,SBST,1,22,67419,7.3
109,SBST,1,23,67599,7.6
109,SBST,1,24,65199,9.1
109,SBST,1,25,77339,13.1
109,SBST,1,26,77289,13.6
109,SBST,1,27,77239,13.9
109,SBST,1,28,77249,14.2
109,SBST,1,29,78049,14.5
109,SBST,1,30,77019,14.7
109,SBST,1,31,77029,15.1
109,SBST,1,32,77039,15.5
109,SBST,1,33,77049,15.9
109,SBST,1,34,77059,16.3
109,SBST,1,35,78069,16.6
109,SBST,1,36,78031,16.7
109,SBST,1,37,78181,16.8
109,SBST,1,38,78191,17.2
109,SBST,1,39,98111,17.5
109,SBST,1,40,98109,17.7
109,SBST,1,41,98041,18.1
109,SBST,1,42,98121,18.6
109,SBST,1,43,98131,18.9
109,SBST,1,44,98061,19.5
109,SBST,1,45,98071,19.9
109,SBST,1,46,99011,20.3
109,SBST,1,47,99021,20.7
109,SBST,1,48,99031,21
109,SBST,1,49,99041,21.4
109,SBST,1,50,99139,21.7
109,SBST,1,51,99009,22
109,SBST,2,1,99009,0
109,SBST,2,2,99131,0.2
109,SBST,2,3,99049,0.5
109,SBST,2,4,99039,0.9
109,SBST,2,5,99029,1.2
109,SBST,2,6,99019,1.6
109,SBST,2,7,98079,2.2
109,SBST,2,8,98069,2.6
109,SBST,2,9,98139,3
109,SBST,2,10,98129,3.3
109,SBST,2,11,98049,3.8
109,SBST,2,12,98101,4.5
109,SBST,2,13,98119,4.7
109,SBST,2,14,78199,5.1
109,SBST,2,15,78189,5.4
109,SBST,2,16,78039,5.5
109,SBST,2,17,78061,5.6
109,SBST,2,18,77051,6
109,SBST,2,19,77041,6.4
109,SBST,2,20,77031,6.8
109,SBST,2,21,77021,7.1
109,SBST,2,22,77011,7.5
109,SBST,2,23,77241,7.8
109,SBST,2,24,77231,8.1
109,SBST,2,25,77281,8.4
109,SBST,2,26,77331,8.8
109,SBST,2,27,65191,12.9
109,SBST,2,28,67591,14.2
109,SBST,2,29,67411,14.6
109,SBST,2,30,67441,14.9
109,SBST,2,31,67271,15.4
109,SBST,2,32,67461,15.7
109,SBST,2,33,67451,16.1
109,SBST,2,34,64621,16.3
109,SBST,2,35,64461,16.6
109,SBST,2,36,64619,16.9
109,SBST,2,37,64609,17.1
109,SBST,2,38,64479,17.4
109,SBST,2,39,64489,17.7
109,SBST,2,40,64499,18
109,SBST,2,41,64109,18.4
109,SBST,2,42,63219,18.8
109,SBST,2,43,63209,19.1
109,SBST,2,44,63199,19.5
109,SBST,2,45,63189,19.8
109,SBST,2,46,63179,20
109,SBST,2,47,63369,20.4
109,SBST,2,48,66059,20.7
109,SBST,2,49,66049,21.1
109,SBST,2,50,66369,21.4
109,SBST,2,51,66389,21.9
109,SBST,2,52,66009,22
109A,SBST,1,1,66009,0
109A,SBST,1,2,66361,0.6
109A,SBST,1,3,66041,1.1
109A,SBST,1,4,66051,1.4
109A,SBST,1,5,63361,1.8
109A,SBST,1,6,63181,2.2
109A,SBST,1,7,63191,2.6
109A,SBST,1,8,63201,2.8
109A,SBST,1,9,63211,3.1
109A,SBST,1,10,64101,3.6
109A,SBST,1,11,64491,4.2
109A,SBST,1,12,64481,4.4
109A,SBST,1,13,64471,4.7
109A,SBST,1,14,64601,4.9
109A,SBST,1,15,64611,5.2
10e,SBST,1,1,85049,0
10e,SBST,1,2,85039,0.3
10e,SBST,1,3,85029,0.5
10e,SBST,1,4,85019,0.7
10e,SBST,1,5,94079,1
10e,SBST,1,6,94069,1.6
10e,SBST,1,7,94059,1.9
10e,SBST,1,8,94049,2.3
10e,SBST,1,9,94089,2.5
10e,SBST,1,10,94039,2.8
10e,SBST,1,11,94029,3.2
10e,SBST,1,12,94019,3.4
10e,SBST,1,13,93099,3.8
10e,SBST,1,14,93089,4.3
10e,SBST,1,15,93079,4.6
10e,SBST,1,16,93069,4.9
10e,SBST,1,17,93059,5.3
10e,SBST,1,18,92159,5.6
10e,SBST,1,19,92149,5.9
10e,SBST,1,20,92139,6.2
10e,SBST,1,21,92129,6.7
10e,SBST,1,22,92119,7.2
10e,SBST,1,23,92109,7.4
10e,SBST,1,24,92099,7.7
10e,SBST,1,25,80159,13.6
10e,SBST,1,26,02119,14.1
10e,SBST,1,27,03019,15.1
10e,SBST,1,28,03059,15.4
10e,SBST,1,29,03129,15.8
10e,SBST,1,30,03217,16.1
10e,SBST,2,1,03222,0
10e,SBST,2,2,03111,0.7
10e,SBST,2,3,03071,1
10e,SBST,2,4,03031,1.3
10e,SBST,2,5,03011,1.9
10e,SBST,2,7,80151,3.2
10e,SBST,2,8,92091,9.1
10e,SBST,2,9,92101,9.4
10e,SBST,2,10,92111,9.6
10e,SBST,2,11,92121,10.1
10e,SBST,2,12,92131,10.6
10e,SBST,2,13,92141,11
10e,SBST,2,14,92151,11.2
10e,SBST,2,15,93051,11.5
10e,SBST,2,16,93061,11.9
10e,SBST,2,17,93071,12.3
10e,SBST,2,18,93081,12.7
10e,SBST,2,19,93091,13
10e,SBST,2,20,94011,13.4
10e,SBST,2,21,94021,13.8
10e,SBST,2,22,94031,14.1
10e,SBST,2,23,94041,14.5
10e,SBST,2,24,94051,14.9
10e,SBST,2,25,94061,15.4
10e,SBST,2,26,94071,15.9
10e,SBST,2,27,85021,16.3
10e,SBST,2,28,85031,16.7
10e,SBST,2,29,85041,16.9
11,SBST,1,1,80009,0
11,SBST,1,2,80051,0.3
11,SBST,1,3,80119,0.9
11,SBST,1,4,80149,1.5
11,SBST,1,5,80189,2.1
11,SBST,1,6,80179,2.9
11,SBST,1,7,80199,3.2
11,SBST,1,8,80191,3.3
11,SBST,1,9,90039,4.4
11,SBST,1,10,90029,4.9
11,SBST,1,11,90019,5.1
11,SBST,1,12,90079,5.5
11,SBST,1,13,90011,5.8
11,SBST,1,14,90021,6
11,SBST,1,15,90031,6.5
11,SBST,1,16,80199,7.6
11,SBST,1,17,80191,7.7
11,SBST,1,18,80171,8
11,SBST,1,19,80181,8.7
11,SBST,1,20,80141,9.1
11,SBST,1,21,80111,9.7
11,SBST,1,22,80049,10.1
11,SBST,1,23,80009,10.5
110,SMRT,1,1,67759,0
110,SMRT,1,2,67191,0.4
110,SMRT,1,3,67349,0.7
110,SMRT,1,4,67359,1.3
110,SMRT,1,5,67369,1.5
110,SMRT,1,6,67379,1.9
110,SMRT,1,7,67761,2.2
110,SMRT,1,8,67319,2.5
110,SMRT,1,9,67429,2.8
110,SMRT,1,10,67599,3.2
110,SMRT,1,11,65199,4.7
110,SMRT,1,12,95151,16.2
110,SMRT,1,13,95011,16.7
110,SMRT,1,14,95109,18.1
110,SMRT,1,15,95029,18.9
110,SMRT,1,16,95129,19.7
110,SMRT,1,17,95019,20.7
110,SMRT,1,18,95209,22.3
110,SMRT,1,19,95159,23.7
110,SMRT,1,20,65191,35.4
110,SMRT,1,21,67591,36.7
110,SMRT,1,22,67421,37.2
110,SMRT,1,23,67311,37.5
110,SMRT,1,24,67769,37.8
110,SMRT,1,25,67371,38.2
110,SMRT,1,26,67361,38.6
110,SMRT,1,27,67351,38.9
110,SMRT,1,28,67341,39.4
110,SMRT,1,29,67199,39.7
110,SMRT,1,30,67759,40
111,SBST,1,1,11009,0
111,SBST,1,2,11359,0.2
111,SBST,1,3,11189,0.6
111,SBST,1,4,11179,0.8
111,SBST,1,5,11169,1.4
111,SBST,1,6,11159,2.2
111,SBST,1,7,11149,2.6
111,SBST,1,8,11139,2.9
111,SBST,1,9,10299,3.4
111,SBST,1,10,10289,3.7
111,SBST,1,11,10321,4.1
111,SBST,1,12,13031,4.7
111,SBST,1,13,13041,5.2
111,SBST,1,14,13201,5.6
111,SBST,1,15,09159,6.1
111,SBST,1,16,09169,6.4
111,SBST,1,17,09179,6.7
111,SBST,1,18,09048,7.2
111,SBST,1,19,09038,7.8
111,SBST,1,20,08138,8.2
111,SBST,1,21,08057,8.6
111,SBST,1,22,08069,9.1
111,SBST,1,23,04179,9.4
111,SBST,1,24,02049,9.8
111,SBST,1,25,02151,10.4
111,SBST,1,26,02161,11.1
111,SBST,1,27,02171,11.4
111,SBST,1,28,02051,11.8
111,SBST,1,29,02061,12.1
111,SBST,1,30,04111,12.8
111,SBST,1,31,04121,13.2
111,SBST,1,32,08041,13.5
111,SBST,1,33,08031,13.8
111,SBST,1,34,08111,14.3
111,SBST,1,35,08121,14.6
111,SBST,1,36,09059,14.9
111,SBST,1,37,09022,15.4
111,SBST,1,38,09111,15.9
111,SBST,1,39,09121,16.2
111,SBST,1,40,09131,16.8
111,SBST,1,41,13209,17
111,SBST,1,42,13049,17.3
111,SBST,1,43,13039,17.8
111,SBST,1,44,10329,18.5
111,SBST,1,45,10281,18.8
111,SBST,1,46,10291,19.2
111,SBST,1,47,11131,19.7
111,SBST,1,48,11141,19.9
111,SBST,1,49,11151,20.5
111,SBST,1,50,11161,21.1
111,SBST,1,51,11171,21.6
111,SBST,1,52,11181,22
111,SBST,1,53,11351,22.5
111,SBST,1,54,11009,22.8
112,SBST,1,1,64009,0
112,SBST,1,2,64041,0.7
112,SBST,1,3,64051,1.1
112,SBST,1,4,64329,1.5
112,SBST,1,5,64319,1.8
112,SBST,1,6,64309,2.1
112,SBST,1,7,64239,2.5
112,SBST,1,8,64209,3
112,SBST,1,9,63139,3.3
112,SBST,1,10,63239,3.9
112,SBST,1,11,63229,4.2
112,SBST,1,12,63031,4.9
112,SBST,1,13,63041,5.2
112,SBST,1,14,63051,5.4
112,SBST,1,15,63349,5.9
112,SBST,1,16,63339,6.5
112,SBST,1,17,63329,6.8
112,SBST,1,18,63391,7.2
112,SBST,1,19,63381,7.5
112,SBST,1,20,63371,7.9
112,SBST,1,21,64411,8.2
112,SBST,1,22,64479,8.5
112,SBST,1,23,64489,8.8
112,SBST,1,24,64509,9.1
112,SBST,1,25,64519,9.5
112,SBST,1,26,64471,9.9
112,SBST,1,27,64419,10.3
112,SBST,1,28,63379,10.6
112,SBST,1,29,63389,11
112,SBST,1,30,63399,11.3
112,SBST,1,31,63321,11.5
112,SBST,1,32,63331,11.9
112,SBST,1,33,63341,12.3
112,SBST,1,34,63059,12.8
112,SBST,1,35,63049,13.2
112,SBST,1,36,63039,13.6
112,SBST,1,37,63221,14.3
112,SBST,1,38,63231,14.6
112,SBST,1,39,63131,15.1
112,SBST,1,40,64201,15.5
112,SBST,1,41,64231,16
112,SBST,1,42,64301,16.4
112,SBST,1,43,64311,16.7
112,SBST,1,44,64321,17
112,SBST,1,45,64059,17.3
112,SBST,1,46,64049,17.6
112,SBST,1,47,64009,18.3
112A,SBST,1,1,64009,0
112A,SBST,1,2,64041,0.7
112A,SBST,1,3,64051,1.1
112A,SBST,1,4,64329,1.5
112A,SBST,1,5,64319,1.8
112A,SBST,1,6,64309,2.1
112A,SBST,1,7,64239,2.5
112A,SBST,1,8,64209,3
112A,SBST,1,9,63139,3.3
112A,SBST,1,10,63239,3.9
112A,SBST,1,11,63229,4.2
112A,SBST,1,12,63031,4.9
113,SBST,1,1,64009,0
113,SBST,1,2,64041,0.7
113,SBST,1,3,64051,1.1
113,SBST,1,4,64071,1.6
113,SBST,1,5,64039,2.1
113,SBST,1,6,64371,2.5
113,SBST,1,7,64381,2.8
113,SBST,1,8,64391,3.1
113,SBST,1,9,63351,3.4
113,SBST,1,10,63341,3.8
113,SBST,1,11,63059,4.3
113,SBST,1,12,63049,4.7
113,SBST,1,13,63039,5.1
113,SBST,1,14,63221,5.8
113,SBST,1,15,63231,6.1
113,SBST,1,16,63261,6.3
113,SBST,1,17,63271,6.6
113,SBST,1,18,63281,6.9
113,SBST,1,19,63291,7.3
113,SBST,1,20,63301,7.6
113,SBST,1,21,62221,7.9
113,SBST,1,22,62219,8.3
113,SBST,1,23,62059,8.7
113,SBST,1,24,62229,9.1
113,SBST,1,25,63309,9.5
113,SBST,1,26,63299,9.8
113,SBST,1,27,63289,10.1
113,SBST,1,28,63279,10.4
113,SBST,1,29,63269,10.7
113,SBST,1,30,63239,10.9
113,SBST,1,31,63229,11.2
113,SBST,1,32,63031,11.9
113,SBST,1,33,63041,12.2
113,SBST,1,34,63051,12.4
113,SBST,1,35,63349,12.9
113,SBST,1,36,63359,13.4
113,SBST,1,37,64399,13.7
113,SBST,1,38,64389,14.1
113,SBST,1,39,64379,14.4
113,SBST,1,40,64031,14.7
113,SBST,1,41,64079,15.2
113,SBST,1,42,64059,15.7
113,SBST,1,43,64049,16
113,SBST,1,44,64009,16.7
113A,SBST,1,1,63039,0
113A,SBST,1,2,63221,0.7
113A,SBST,1,3,63231,1
113A,SBST,1,4,63261,1.2
113A,SBST,1,5,63271,1.5
113A,SBST,1,6,63281,1.8
113A,SBST,1,7,63291,2.2
113A,SBST,1,8,63301,2.5
113A,SBST,1,9,62221,2.8
113A,SBST,1,10,62219,3.2
113A,SBST,1,11,62059,3.6
113A,SBST,1,12,62229,4
113A,SBST,1,13,63309,4.4
113A,SBST,1,14,63299,4.7
113A,SBST,1,15,63289,5
113A,SBST,1,16,63279,5.3
113A,SBST,1,17,63269,5.6
113A,SBST,1,18,63239,5.8
113A,SBST,1,19,63229,6.1
113A,SBST,1,20,63031,6.8
114,SBST,1,1,67601,0
114,SBST,1,2,67629,0.6
114,SBST,1,3,66569,1.8
114,SBST,1,4,66559,2
114,SBST,1,5,66589,2.5
114,SBST,1,6,66579,2.8
114,SBST,1,7,66609,3
114,SBST,1,8,67621,4.2
114,SBST,1,9,67609,4.9
114A,SBST,1,1,67601,0
114A,SBST,1,2,67629,0.6
114A,SBST,1,3,66569,1.8
114A,SBST,1,4,66559,2
114A,SBST,1,5,66589,2.5
114A,SBST,1,6,66579,2.8
115,SBST,1,1,63221,0
115,SBST,1,2,63231,0.3
115,SBST,1,3,63261,0.5
115,SBST,1,4,63271,0.8
115,SBST,1,5,63281,1.1
115,SBST,1,6,63099,1.5
115,SBST,1,7,63089,1.9
115,SBST,1,8,63079,2.3
115,SBST,1,9,63241,2.8
115,SBST,1,10,63059,3.2
115,SBST,1,11,63049,3.6
115,SBST,1,12,63039,4
115,SBST,1,13,63221,4.7
116,SBST,1,1,64009,0
116,SBST,1,2,64551,0.3
116,SBST,1,3,64529,0.5
116,SBST,1,4,64339,0.8
116,SBST,1,5,64411,1.1
116,SBST,1,6,64479,1.4
116,SBST,1,7,64489,1.7
116,SBST,1,8,64499,2
116,SBST,1,9,66439,2.4
116,SBST,1,10,66429,3
116,SBST,1,11,66101,3.5
116,SBST,1,12,63219,4
116,SBST,1,13,63209,4.3
116,SBST,1,14,63199,4.7
116,SBST,1,15,63189,5
116,SBST,1,16,63179,5.2
116,SBST,1,17,63369,5.6
116,SBST,1,18,66379,6
116,SBST,1,19,66359,6.3
116,SBST,1,20,62141,6.6
116,SBST,1,21,63141,7
116,SBST,1,22,63361,7.5
116,SBST,1,23,63181,7.9
116,SBST,1,24,63191,8.3
116,SBST,1,25,63201,8.5
116,SBST,1,26,63211,8.8
116,SBST,1,27,66109,9.1
116,SBST,1,28,66421,9.9
116,SBST,1,29,66431,10.3
116,SBST,1,30,64491,10.9
116,SBST,1,31,64481,11.1
116,SBST,1,32,64471,11.4
116,SBST,1,33,64419,11.8
116,SBST,1,34,64331,12.2
116,SBST,1,35,64521,12.5
116,SBST,1,36,64559,12.7
116,SBST,1,37,64009,13
116A,SBST,1,1,66439,0
116A,SBST,1,2,66429,0.6
116A,SBST,1,3,66101,1.1
116A,SBST,1,4,63219,1.6
116A,SBST,1,5,63209,1.9
116A,SBST,1,6,63199,2.3
116A,SBST,1,7,63189,2.6
116A,SBST,1,8,63179,2.8
116A,SBST,1,9,63369,3.2
116A,SBST,1,10,66379,3.6
116A,SBST,1,11,66359,3.9
117,SBST,1,1,65009,0
117,SBST,1,2,65341,0.6
117,SBST,1,3,65331,0.9
117,SBST,1,4,65431,1.2
117,SBST,1,5,68111,4.4
117,SBST,1,6,68061,5
117,SBST,1,7,68091,5.6
117,SBST,1,8,68081,5.9
117,SBST,1,9,68101,6.4
117,SBST,1,10,68121,6.8
117,SBST,1,11,68161,7.3
117,SBST,1,12,68131,8.1
117,SBST,1,13,68141,8.6
117,SBST,1,14,68151,9
117,SBST,1,15,68171,10.8
117,SBST,1,16,59779,11.3
117,SBST,1,17,59789,11.5
117,SBST,1,18,59479,11.9
117,SBST,1,19,59759,12.3
117,SBST,1,20,59749,12.7
117,SBST,1,21,59739,13
117,SBST,1,22,59509,13.5
117,SBST,1,23,59729,14
117,SBST,1,24,59031,14.8
117,SBST,1,25,59041,15.2
117,SBST,1,26,59051,15.6
117,SBST,1,27,59061,16.3
117,SBST,1,28,59079,16.7
117,SBST,1,29,59091,17
117,SBST,1,30,59251,17.6
117,SBST,1,31,59521,18.1
117,SBST,1,32,58549,18.4
117,SBST,1,33,58611,19
117,SBST,1,34,58609,19.2
117,SBST,1,35,58519,19.5
117,SBST,1,36,58059,19.9
117,SBST,1,37,58049,20.2
117,SBST,1,38,58339,20.6
117,SBST,1,39,58211,21.1
117,SBST,1,40,58251,21.4
117,SBST,1,41,58009,21.8
117,SBST,2,1,58009,0
117,SBST,2,2,58259,0.5
117,SBST,2,3,58219,0.8
117,SBST,2,4,58331,1.3
117,SBST,2,5,58041,1.7
117,SBST,2,6,58051,1.9
117,SBST,2,7,58511,2.4
117,SBST,2,8,58601,2.7
117,SBST,2,9,58619,2.9
117,SBST,2,10,58541,3.4
117,SBST,2,11,59529,3.7
117,SBST,2,12,59259,4.1
117,SBST,2,13,59099,4.6
117,SBST,2,14,59073,5.1
117,SBST,2,15,59069,5.4
117,SBST,2,16,59059,6
117,SBST,2,17,59049,6.5
117,SBST,2,18,59039,6.9
117,SBST,2,19,59721,7.7
117,SBST,2,20,59501,8.2
117,SBST,2,21,59731,8.6
117,SBST,2,22,59741,9
117,SBST,2,23,59751,9.3
117,SBST,2,24,59471,9.8
117,SBST,2,25,59781,10.1
117,SBST,2,26,59771,10.2
117,SBST,2,27,59791,10.5
117,SBST,2,28,68179,10.8
117,SBST,2,29,68159,12.5
117,SBST,2,30,68149,13.1
117,SBST,2,31,68139,13.4
117,SBST,2,32,68169,14.2
117,SBST,2,33,68129,14.7
117,SBST,2,34,68109,15.1
117,SBST,2,35,68089,15.5
117,SBST,2,36,68099,15.8
117,SBST,2,37,68069,16.4
117,SBST,2,38,68119,17
117,SBST,2,39,65439,19.8
117,SBST,2,40,65339,20.1
117,SBST,2,41,65349,20.4
117,SBST,2,42,65009,20.9
117A,SBST,1,1,59479,0
117A,SBST,1,2,59759,0.4
117A,SBST,1,3,59749,0.8
117A,SBST,1,4,59739,1.1
117A,SBST,1,5,59509,1.6
117A,SBST,1,6,59729,2.1
117A,SBST,1,7,59031,2.9
117A,SBST,1,8,59041,3.3
117M,SBST,1,1,65009,0
117M,SBST,1,2,65341,0.6
117M,SBST,1,3,65331,0.9
117M,SBST,1,4,65431,1.2
117M,SBST,1,5,68111,4.4
117M,SBST,1,6,68061,5
117M,SBST,1,7,68091,5.6
117M,SBST,1,8,68081,5.9
117M,SBST,1,9,68101,6.4
117M,SBST,1,10,68191,7
117M,SBST,1,11,68181,7.4
117M,SBST,1,12,68161,8.1
117M,SBST,1,13,68131,8.9
117M,SBST,1,14,68141,9.4
117M,SBST,1,15,68151,9.8
117M,SBST,1,16,68171,11.6
117M,SBST,1,17,59779,12.1
117M,SBST,1,18,59789,12.3
117M,SBST,1,19,59479,12.7
117M,SBST,1,20,59759,13.1
117M,SBST,1,21,59749,13.5
117M,SBST,1,22,59739,13.8
117M,SBST,1,23,59509,14.3
117M,SBST,1,24,59729,14.8
117M,SBST,1,25,59031,15.6
117M,SBST,1,26,59041,16
117M,SBST,1,27,59051,16.4
117M,SBST,1,28,59061,17.1
117M,SBST,1,29,59079,17.5
117M,SBST,1,30,59091,17.8
117M,SBST,1,31,59251,18.4
117M,SBST,1,32,59521,18.9
117M,SBST,1,33,58549,19.2
117M,SBST,1,34,58611,19.8
117M,SBST,1,35,58609,20
117M,SBST,1,36,58519,20.3
117M,SBST,1,37,58059,20.7
117M,SBST,1,38,58049,21
117M,SBST,1,39,58339,21.4
117M,SBST,1,40,58211,21.9
117M,SBST,1,41,58251,22.2
117M,SBST,1,42,58009,22.6
117M,SBST,2,1,58009,0
117M,SBST,2,2,58259,0.5
117M,SBST,2,3,58219,0.8
117M,SBST,2,4,58331,1.3
117M,SBST,2,5,58041,1.7
117M,SBST,2,6,58051,1.9
117M,SBST,2,7,58511,2.4
117M,SBST,2,8,58601,2.7
117M,SBST,2,9,58619,2.9
117M,SBST,2,10,58541,3.4
117M,SBST,2,11,59529,3.7
117M,SBST,2,12,59259,4.1
117M,SBST,2,13,59099,4.6
117M,SBST,2,14,59073,5.1
117M,SBST,2,15,59069,5.4
117M,SBST,2,16,59059,6
117M,SBST,2,17,59049,6.5
117M,SBST,2,18,59039,6.9
117M,SBST,2,19,59721,7.7
117M,SBST,2,20,59501,8.2
117M,SBST,2,21,59731,8.6
117M,SBST,2,22,59741,9
117M,SBST,2,23,59751,9.3
117M,SBST,2,24,59471,9.8
117M,SBST,2,25,59781,10.1
117M,SBST,2,26,59771,10.2
117M,SBST,2,27,59791,10.5
117M,SBST,2,28,68179,10.8
117M,SBST,2,29,68159,12.5
117M,SBST,2,30,68149,13.1
117M,SBST,2,31,68139,13.4
117M,SBST,2,32,68169,14.2
117M,SBST,2,33,68189,14.9
117M,SBST,2,34,68199,15.3
117M,SBST,2,35,68109,15.9
117M,SBST,2,36,68089,16.3
117M,SBST,2,37,68099,16.6
117M,SBST,2,38,68069,17.2
117M,SBST,2,39,68119,17.8
117M,SBST,2,40,65439,20.6
117M,SBST,2,41,65339,20.9
117M,SBST,2,42,65349,21.2
117M,SBST,2,43,65009,21.7
118,GAS,1,1,65009,0
118,GAS,1,2,65259,0.4
118,GAS,1,3,65409,0.7
118,GAS,1,4,65141,1.1
118,GAS,1,5,65431,1.3
118,GAS,1,6,65199,2.6
118,GAS,1,7,75359,6.6
118,GAS,1,8,75369,7
118,GAS,1,9,75319,7.4
118,GAS,1,10,75299,7.9
118,GAS,1,11,75379,8.2
118,GAS,1,12,75171,8.5
118,GAS,1,13,75159,9
118,GAS,1,14,75039,9.4
118,GAS,1,15,75241,9.7
118,GAS,1,16,75231,10.1
118,GAS,1,17,75221,10.5
118,GAS,1,18,75051,11
118,GAS,1,19,96289,12.3
118,GAS,1,20,96109,12.7
118,GAS,1,21,96119,13.2
118,GAS,1,22,96229,13.8
118,GAS,1,23,96311,14.3
118,GAS,1,24,96301,14.6
118,GAS,1,25,96401,15.3
118,GAS,1,26,97009,16.1
118,GAS,2,1,97009,0
118,GAS,2,2,96361,0.9
118,GAS,2,3,96309,1.8
118,GAS,2,4,96319,2
118,GAS,2,5,96221,2.5
118,GAS,2,6,96111,3.1
118,GAS,2,7,96101,3.5
118,GAS,2,8,96281,3.9
118,GAS,2,9,75059,5.2
118,GAS,2,10,75229,5.6
118,GAS,2,11,75239,6.1
118,GAS,2,12,75249,6.5
118,GAS,2,13,75031,6.9
118,GAS,2,14,75151,7.4
118,GAS,2,15,75179,7.7
118,GAS,2,16,75371,8
118,GAS,2,17,75291,8.3
118,GAS,2,18,75311,8.9
118,GAS,2,19,75361,9.3
118,GAS,2,20,75351,9.6
118,GAS,2,21,65191,13.6
118,GAS,2,22,65439,15
118,GAS,2,23,65149,15.4
118,GAS,2,24,65401,15.7
118,GAS,2,25,65009,16.4
118A,GAS,1,1,65199,2.6
118A,GAS,1,2,75359,6.6
118A,GAS,1,3,75369,7
118A,GAS,1,4,75319,7.4
118A,GAS,1,5,75299,7.9
118A,GAS,1,6,75379,8.2
118A,GAS,1,7,75171,8.5
118A,GAS,1,8,75159,9
118A,GAS,1,9,75039,9.4
118A,GAS,1,10,75241,9.7
118A,GAS,1,11,75231,10
118A,GAS,1,12,75221,10.4
118A,GAS,1,13,75051,10.9
118A,GAS,1,14,96289,12.2
118A,GAS,1,15,96109,12.6
118A,GAS,1,16,96119,13.1
118B,GAS,1,1,96111,3.1
118B,GAS,1,2,96101,3.5
118B,GAS,1,3,96281,3.9
118B,GAS,1,4,75059,5.2
118B,GAS,1,5,75229,5.6
118B,GAS,1,6,75239,6.1
118B,GAS,1,7,75249,6.5
118B,GAS,1,8,75031,7
118B,GAS,1,9,75151,7.5
118B,GAS,1,10,75179,7.8
118B,GAS,1,11,75371,8.1
118B,GAS,1,12,75291,8.4
118B,GAS,1,13,75311,9
118B,GAS,1,14,75361,9.4
118B,GAS,1,15,75351,9.7
118B,GAS,1,16,65191,13.7
119,GAS,1,1,65009,0
119,GAS,1,2,65341,0.6
119,GAS,1,3,65331,0.9
119,GAS,1,4,65431,1.2
119,GAS,1,5,67591,1.7
119,GAS,1,6,67411,2.1
119,GAS,1,7,67401,2.4
119,GAS,1,8,67101,2.9
119,GAS,1,9,67111,3.2
119,GAS,1,10,67121,3.6
119,GAS,1,11,67131,3.9
119,GAS,1,12,67141,4.2
119,GAS,1,13,67151,4.6
119,GAS,1,14,67161,5.1
119,GAS,1,15,65019,5.4
119,GAS,1,16,64029,5.8
119,GAS,1,17,64079,6.2
119,GAS,1,18,64059,6.7
119,GAS,1,19,64049,7
119,GAS,1,20,64019,7.3
119,GAS,1,21,63069,7.6
119,GAS,1,22,63059,7.9
119,GAS,1,23,63049,8.3
119,GAS,1,24,63039,8.7
119,GAS,1,25,63221,9.4
119,GAS,1,26,63231,9.7
119,GAS,1,27,63041,10.4
119,GAS,1,28,63051,10.6
119,GAS,1,29,63061,10.9
119,GAS,1,30,64011,11.1
119,GAS,1,31,64041,11.5
119,GAS,1,32,64051,11.9
119,GAS,1,33,64071,12.4
119,GAS,1,34,64021,12.8
119,GAS,1,35,65011,13.2
119,GAS,1,36,67169,13.5
119,GAS,1,37,67159,14.2
119,GAS,1,38,67139,14.6
119,GAS,1,39,67129,15
119,GAS,1,40,67119,15.2
119,GAS,1,41,67109,15.6
119,GAS,1,42,67409,16
119,GAS,1,43,67419,16.4
119,GAS,1,44,67599,16.7
119,GAS,1,45,65439,17.2
119,GAS,1,46,65339,17.5
