BusStopCode,Description,Latitude,Longitude,Location
20309,Blk L Pandan Light Ind Pk,1.31062303116794,103.75403766163392,20309 Blk L Pandan Light Ind Pk
20319,Blk T Pandan Light Ind Pk,1.31259468493848,103.75284421307401,20319 Blk T Pandan Light Ind Pk
20329,S'pore Food Ind,1.31503304622752,103.75102066090028,20329 S'pore Food Ind
20331,Vejoil Pte Ltd,1.31329138901596,103.74926333296754,20331 Vejoil Pte Ltd
20341,Pan Tech Ind Cplx,1.31186472196722,103.75047333297755,20341 Pan Tech Ind Cplx
21011,Aft Jurong Lake,1.32534328766029,103.72866849877529,21011 Aft Jurong Lake
21019,Aft Yuan Ching Rd,1.32554867828642,103.72703317988619,21019 Aft Yuan Ching Rd
21021,Bef Jurong Port Rd,1.32419322170223,103.72379008890384,21021 Bef Jurong Port Rd
21029,AFT CORP PL,1.32429728567538,103.72180766916203,21029 AFT CORP PL
21041,Aft Jln Terusan,1.3209197220107,103.72012027797446,21041 Aft Jln Terusan
21049,Bef Jln Terusan,1.32107250538852,103.72024520956326,21049 Bef Jln Terusan
21051,Bef Penjuru Rd,1.312256111,103.7304481,21051 Bef Penjuru Rd
21059,Aft Penjuru Rd,1.311953889,103.7301381,21059 Aft Penjuru Rd
21069,Bef Jln Tepong,1.31237305598007,103.7191852779968,21069 Bef Jln Tepong
21071,Jurong Abattoir,1.31394221438857,103.72226742161243,21071 Jurong Abattoir
21079,Opp Jurong Abattoir,1.31342751032359,103.72279763377816,21079 Opp Jurong Abattoir
21089,Bef Jln Buroh,1.31206487520147,103.72296452520035,21089 Bef Jln Buroh
21099,Jurong Island Checkpt,1.31014377264327,103.71110346092364,21099 Jurong Island Checkpt
21109,Ctrl Fish Proc Fty,1.31100299869144,103.72109770773132,21109 Ctrl Fish Proc Fty
21111,Aft Jurong Pier Rd,1.31442640542243,103.71238327744312,21111 Aft Jurong Pier Rd
21119,Bef Jurong Pier Rd,1.31397291780129,103.71201936489673,21119 Bef Jurong Pier Rd
21121,SPC Svc Stn,1.31469130993085,103.71601687480324,21121 SPC Svc Stn
21129,Opp SPC Svc Stn,1.31427443753325,103.71493141053244,21129 Opp SPC Svc Stn
21131,Bef Jurong Port Rd,1.31470833302608,103.71799361097378,21131 Bef Jurong Port Rd
21139,Aft Jurong Port Rd,1.31433044660166,103.71846563037732,21139 Aft Jurong Port Rd
21141,Aft Jln Buroh,1.31517431113868,103.71957368500223,21141 Aft Jln Buroh
21149,Jurong Port Workshops,1.315633,103.719896,21149 Jurong Port Workshops
21151,CWT Distripark,1.3169920318205,103.71988944330612,21151 CWT Distripark
21159,Sin Soon Huat,1.31868562417111,103.72042922086165,21159 Sin Soon Huat
21161,Blk 216B,1.35043949411648,103.7127413228723,21161 Blk 216B
21169,Opp Blk 216B,1.35074356093462,103.71275812568066,21169 Opp Blk 216B
21171,OPP CORP PL,1.3258163890121,103.71906611098208,21171 OPP CORP PL
21179,CORP PL,1.32586166697514,103.71929527796603,21179 CORP PL
21181,Opp Blk 161,1.329915,103.720953,21181 Opp Blk 161
21189,Blk 161,1.33026046590704,103.72122294249655,21189 Blk 161
21191,Opp Blk 178,1.33290982216515,103.72044541450344,21191 Opp Blk 178
21199,Blk 178,1.333309472028,103.72051292839538,21199 Blk 178
21201,Opp Taman Jurong Greens,1.33683396424463,103.71778639139953,21201 Opp Taman Jurong Greens
21209,Taman Jurong Greens,1.33687648564633,103.71805599895127,21209 Taman Jurong Greens
21211,Opp Lakepoint Condo,1.34004972199531,103.71606833298439,21211 Opp Lakepoint Condo
21219,Lakepoint Condo,1.34010356133429,103.71625930906035,21219 Lakepoint Condo
21229,Opp S'Pore A'Space Mfg,1.34206,103.716007,21229 Opp S'Pore A'Space Mfg
21231,Blk 203,1.34359535075913,103.71599040338819,21231 Blk 203
21239,Opp Blk 203,1.34450482589547,103.71633035405124,21239 Opp Blk 203
21241,216 CP,1.34973665190679,103.71235425312759,21241 216 CP
21249,Blk 213,1.34958421982025,103.71249318123603,21249 Blk 213
21251,Sime Darby,1.33624121368399,103.71034741400833,21251 Sime Darby
21259,Opp Sime Darby,1.33604134949327,103.71043700168366,21259 Opp Sime Darby
21261,AFT CHIN BEE AVE,1.33393514008105,103.71025085451481,21261 AFT CHIN BEE AVE
21269,Bef Chin Bee Ave,1.33418183646412,103.71049761773749,21269 Bef Chin Bee Ave
21271,Opp Assyakirin Mque,1.33465896770641,103.71947315443572,21271 Opp Assyakirin Mque
21279,Assyakirin Mque,1.33491282590378,103.71952517818409,21279 Assyakirin Mque
21291,Aft Jln Buroh,1.31585422996408,103.70943351671639,21291 Aft Jln Buroh
21299,Bef Jln Buroh,1.316014,103.709922,21299 Bef Jln Buroh
21301,Opp Jln Pesawat,1.320072,103.710136,21301 Opp Jln Pesawat
21309,Aft Jln Pesawat,1.31919,103.710547,21309 Aft Jln Pesawat
21311,Bef Tractor Rd,1.323117,103.709537,21311 Bef Tractor Rd
21319,Opp Tractor Rd,1.32377340235344,103.70980422080449,21319 Opp Tractor Rd
21321,UTOC ENGRG,1.32624055798556,103.70885429370763,21321 UTOC ENGRG
21329,OPP UTOC ENGRG,1.32691548284142,103.70901792785014,21329 OPP UTOC ENGRG
21331,Opp Premier Milk Pte Ltd,1.33029049207675,103.70796785261548,21331 Opp Premier Milk Pte Ltd
21339,Premier Milk Pte Ltd,1.329905,103.708306,21339 Premier Milk Pte Ltd
21341,Opp Beecham Pte Ltd,1.33517345758852,103.70895825573741,21341 Opp Beecham Pte Ltd
21349,Beecham Pte Ltd,1.335535,103.709304,21349 Beecham Pte Ltd
21351,BEF BOON LAY WAY,1.33882138642125,103.70956429008974,21351 BEF BOON LAY WAY
21359,AFT ST KINETICS,1.33867010260834,103.7099597309989,21359 AFT ST KINETICS
21361,Blk 695,1.34302323304896,103.70767181671128,21361 Blk 695
21369,Opp Blk 695,1.34309123717886,103.70800310705765,21369 Opp Blk 695
21371,Blk 680C,1.34522722613512,103.70617873626036,21371 Blk 680C
21379,Blk 263,1.34534855216089,103.70648912988919,21379 Blk 263
21381,ST. JOSEPH'S HME,1.350462,103.709815,21381 ST. JOSEPH'S HME
21389,OPP ST. JOSEPH'S HME,1.350059,103.709927,21389 OPP ST. JOSEPH'S HME
21391,River Valley High Sch,1.34485064221938,103.70847936082643,21391 River Valley High Sch
21399,Opp River Valley High Sch,1.3448140795943,103.70805985100185,21399 Opp River Valley High Sch
21409,Blk 191,1.34338969264048,103.71207059648545,21409 Blk 191
21411,Opp Blk 188,1.34393270141852,103.71033048575686,21411 Opp Blk 188
21419,Blk 188,1.34388060681347,103.71057645840757,21419 Blk 188
21421,Blk 176,1.34720307776277,103.71032595632526,21421 Blk 176
21429,Blk 185,1.34740203306581,103.71059149459593,21429 Blk 185
21431,Blk 210,1.34765638897246,103.71241055602675,21431 Blk 210
21439,Boon Lay CC,1.34842277796612,103.71165888901649,21439 Boon Lay CC
21441,Blk 207,1.34638242521451,103.71326229185901,21441 Blk 207
21449,Boon Lay Shop Ctr,1.34639805597018,103.71306138901696,21449 Boon Lay Shop Ctr
21451,Blk 206,1.34524833302487,103.71473000001441,21451 Blk 206
21459,Blk 209,1.3455804550235,103.71491332975407,21459 Blk 209
21461,BEF TUKANG INNOVATION DR,1.32731972199567,103.71799361099863,21461 BEF TUKANG INNOVATION DR
21469,Bef Chia Ping Rd,1.32747500002724,103.71808527797025,21469 Bef Chia Ping Rd
21471,AFT TUKANG INNOVATION DR,1.32673138898791,103.71542666702132,21471 AFT TUKANG INNOVATION DR
21479,Hup Leck Heavy Equipment,1.3269180560083,103.71570166699784,21479 Hup Leck Heavy Equipment
21481,Grundfos,1.325953,103.711932,21481 Grundfos
21489,Opp Grundfos,1.326155,103.712199,21489 Opp Grundfos
21491,Bef Intl Rd,1.3268635454851,103.71082676692178,21491 Bef Intl Rd
21499,Bef Jln Tukang,1.3265554895957,103.71102434826084,21499 Bef Jln Tukang
21501,Bef Meiji Seika,1.3304277146486,103.71000208357827,21501 Bef Meiji Seika
21509,Opp Meiji Seika,1.33115639068272,103.70998723220183,21509 Opp Meiji Seika
21511,Opp Amoy Canning,1.3331199693958,103.71107697488075,21511 Opp Amoy Canning
21519,Amoy Canning,1.33295908040191,103.71129155158583,21519 Amoy Canning
21521,PB Packaging Systems,1.33413893275864,103.71458530428906,21521 PB Packaging Systems
21529,Aft Third Chin Bee Rd,1.3340830392462,103.71509707566638,21529 Aft Third Chin Bee Rd
21531,Clariant S'pore,1.33187576098508,103.71634483335832,21531 Clariant S'pore
21539,Opp Kaily Packaging,1.331311,103.716354,21539 Opp Kaily Packaging
21541,Jurong Futsal Ctr,1.33138075779669,103.71986360869532,21541 Jurong Futsal Ctr
21549,Automotive Technology,1.33088280586201,103.71899585412747,21549 Automotive Technology
21551,Blk 151,1.3266610431866,103.7209862100987,21551 Blk 151
21559,CISCO Recall,1.326626598883,103.72063909698713,21559 CISCO Recall
21561,Blk 158,1.328801,103.722753,21561 Blk 158
21569,Opp Blk 158,1.32857203912272,103.72289813113439,21569 Opp Blk 158
21571,Opp Jurong Sec Sch,1.33056719470166,103.72307005592994,21571 Opp Jurong Sec Sch
21579,Jurong Sec Sch,1.33013472279057,103.72318086110512,21579 Jurong Sec Sch
21581,Blk 65,1.33243350969467,103.72328639029729,21581 Blk 65
21589,Opp Blk 65,1.33246568746472,103.72345805167676,21589 Opp Blk 65
21591,Opp Blk 117,1.33476103645994,103.72242808341083,21591 Opp Blk 117
21599,Blk 117,1.33468356164521,103.72268493639599,21599 Blk 117
21601,Blk 357,1.33727029608815,103.72109770581518,21601 Blk 357
21609,Opp Blk 364,1.33775166774993,103.72102625466782,21609 Opp Blk 364
21611,Blk 367,1.3383643422738,103.71931958855112,21611 Blk 367
21619,AFT CORP RD,1.33793509893342,103.71816213921478,21619 AFT CORP RD
21621,Blk 354,1.3392149977089,103.72205929003123,21621 Blk 354
21629,Blk 334,1.339672,103.722816,21629 Blk 334
21631,Blk 115/Opp Japanese Gdn,1.33363626085559,103.72493610114242,21631 Blk 115/Opp Japanese Gdn
21639,Japanese Gdn/Opp Blk 115,1.33378861099344,103.72511638897618,21639 Japanese Gdn/Opp Blk 115
21641,Opp Lakeside Apt,1.3363012622323,103.7250086693193,21641 Opp Lakeside Apt
21649,Lakeside Apt,1.33670886560508,103.72517977728532,21649 Lakeside Apt
21651,Opp Chinese Gdn,1.33873014874255,103.72402172321266,21651 Opp Chinese Gdn
21659,Chinese Gdn,1.33896010542304,103.72410808486939,21659 Chinese Gdn
21661,Yuan Ching Sec Sch,1.34176560473259,103.72141430185464,21661 Yuan Ching Sec Sch
21669,Opp Blk 134D,1.34134214489014,103.7220951930324,21669 Opp Blk 134D
21671,Blk 331,1.33806500003375,103.72376166703002,21671 Blk 331
21679,Blk 329,1.3377621978639,103.72358362464975,21679 Blk 329
21681,Opp Blk 200,1.34228732259066,103.71466298692037,21681 Opp Blk 200
21689,Blk 200,1.34241984576482,103.71442338427325,21689 Blk 200
21691,OPP SUMMERDALE,1.34107859811695,103.71138811111824,21691 OPP SUMMERDALE
21699,SUMMERDALE,1.34154982082089,103.71203075013112,21699 SUMMERDALE
21711,Bet Blks 523/525,1.34699884210956,103.7157628162222,21711 Bet Blks 523/525
21719,Opp Blk 529,1.34779474567713,103.71507297402223,21719 Opp Blk 529
21751,Jurong Sec Sch,1.33089333300685,103.72480472198433,21751 Jurong Sec Sch
21759,Opp Jurong Sec Sch,1.33032387572414,103.7249113116863,21759 Opp Jurong Sec Sch
21761,Blk 138B,1.32831333299986,103.72476805601295,21761 Blk 138B
21769,Opp Blk 138B,1.32847554099899,103.7249037836336,21769 Opp Blk 138B
21771,AFT CORP DR,1.3266,103.723626,21771 AFT CORP DR
21779,Aft Yuan Ching Rd,1.32643572160288,103.72425774502393,21779 Aft Yuan Ching Rd
22009,Boon Lay Int,1.33932334709184,103.70545701843297,22009 Boon Lay Int
22011,Jurong Bird Pk,1.32129797964322,103.7077550377112,22011 Jurong Bird Pk
22019,Opp Jurong Bird Pk,1.32202402246272,103.7071133033833,22019 Opp Jurong Bird Pk
22021,Givaudan,1.32168245080395,103.70369314086494,22021 Givaudan
22029,Opp Givaudan,1.32244971744256,103.70268212142697,22029 Opp Givaudan
22031,Bef Pioneer Circus,1.32216806047952,103.69855176773174,22031 Bef Pioneer Circus
22039,Markono Holdings,1.32284076507861,103.69861624674222,22039 Markono Holdings
22041,Aft Tg Kling Rd,1.31463499997457,103.69873083298778,22041 Aft Tg Kling Rd
22049,Bef Tg Kling Rd,1.3144663889863,103.69788888900642,22049 Bef Tg Kling Rd
22051,Opp Buroh St,1.31386916701697,103.7020447220124,22051 Opp Buroh St
22059,Aft Buroh St,1.3136061110111,103.70126249997799,22059 Aft Buroh St
22061,Ceva Logistics,1.31427617763344,103.70464097156747,22061 Ceva Logistics
22069,Opp Ceva Logistics,1.31365447950552,103.70379462205501,22069 Opp Ceva Logistics
22071,Bef Jurong Pier Rd,1.31433636827053,103.70695129035255,22071 Bef Jurong Pier Rd
22079,Aft Jurong Pier Rd,1.31394399203055,103.70804979014268,22079 Aft Jurong Pier Rd
22081,Opp Natsteel,1.30599555710248,103.70037593299399,22081 Opp Natsteel
22089,Natsteel,1.30589277802592,103.70087805599307,22089 Natsteel
22091,Aft Jln Samulun,1.30880721630907,103.6965558745042,22091 Aft Jln Samulun
22099,Bef Jln Samulun,1.30879764761052,103.69688960154522,22099 Bef Jln Samulun
22141,Aft Jln Buroh,1.3173330063793,103.6959517251446,22141 Aft Jln Buroh
22149,Bef Jln Buroh,1.3173196040118,103.69631182452453,22149 Bef Jln Buroh
22151,Hitachi,1.32095233702714,103.69627164313702,22151 Hitachi
22159,Opp Hitachi,1.32095243330175,103.69663318172152,22159 Opp Hitachi
22161,Aft Lok Yang Way,1.32551656861142,103.69643109025226,22161 Aft Lok Yang Way
22169,Aft Intl Rd,1.32624542877841,103.6966157738775,22169 Aft Intl Rd
22171,Opp Secura S'pore,1.32954166703099,103.69637694399475,22171 Opp Secura S'pore
22179,Secura S'Pore,1.33000472340216,103.6966590690515,22179 Secura S'Pore
22181,S'pore Post,1.33301611112037,103.69637694442996,22181 S'pore Post
22189,Pioneer Junction,1.33369710730493,103.69666289847902,22189 Pioneer Junction
22191,Sbst Soon Lee Depot,1.33130584013018,103.69832754842358,22191 Sbst Soon Lee Depot
22199,Opp Sbst Soon Lee Depot,1.33102248150132,103.69847431049809,22199 Opp Sbst Soon Lee Depot
22219,Aft Neythal Rd,1.32764556072381,103.70260743188996,22219 Aft Neythal Rd
22221,Aft Pioneer Rd Nth,1.32790916071437,103.69785686002558,22221 Aft Pioneer Rd Nth
22229,Bef Pioneer Rd Nth,1.32764334311,103.69887468380779,22229 Bef Pioneer Rd Nth
22231,Blk 639,1.34079486676221,103.69717899290252,22231 Blk 639
22239,Blk 624,1.34081972201603,103.69742194398371,22239 Blk 624
22241,Opp Blk 622,1.34012270744787,103.69938392223636,22241 Opp Blk 622
22249,Blk 622,1.34016007378301,103.69865436006683,22249 Blk 622
22251,Blk 665A,1.34073333303053,103.70265666700926,22251 Blk 665A
22259,Blk 668D,1.34089136412278,103.7025463831608,22259 Blk 668D
22271,Bef Kwong Min Rd,1.32924582821916,103.7001114570651,22271 Bef Kwong Min Rd
22281,Aft Soon Lee Rd,1.32849264291843,103.70375258407391,22281 Aft Soon Lee Rd
22289,Bef Fan Yoong Rd,1.32926333300758,103.70284000001512,22289 Bef Fan Yoong Rd
22299,Bef Soon Lee Rd,1.33068833434452,103.70177410483808,22299 Bef Soon Lee Rd
22309,Aft Fan Yoong Rd,1.33326999997395,103.7033808329889,22309 Aft Fan Yoong Rd
22319,Bef Enterprise Rd,1.33198138900019,103.70545250001828,22319 Bef Enterprise Rd
22329,Opp Sam Mccoy Engrg,1.33024346855102,103.70501590196446,22329 Opp Sam Mccoy Engrg
22331,Jurong Shipyard,1.30485847664917,103.70317916961058,22331 Jurong Shipyard
22341,Blk 673C,1.34491616105023,103.70103326346653,22341 Blk 673C
22349,Blk 734A CP,1.34520537289138,103.7007962851633,22349 Blk 734A CP
22351,Opp Blk 717,1.34277421893699,103.69803382884736,22351 Opp Blk 717
22359,Blk 717,1.3425266670299,103.69727527800597,22359 Blk 717
22361,Blk 641,1.34077805602959,103.69587277801652,22361 Blk 641
22369,Blk 704,1.34033186393306,103.69511038795854,22369 Blk 704
22391,Bef Jln Buroh,1.31342749923518,103.6957230721563,22391 Bef Jln Buroh
22399,Aft Jln Buroh,1.31345707127095,103.69601603244551,22399 Aft Jln Buroh
22401,Aft Shipyard Rd,1.31007875279152,103.69714966993958,22401 Aft Shipyard Rd
22409,Bef Shipyard Rd,1.31014256556667,103.69741989860339,22409 Bef Shipyard Rd
22411,Blk 676B,1.34626796042608,103.70380100924208,22411 Blk 676B
22419,Jurong West Sub-Stn,1.34622597800485,103.70286134292765,22419 Jurong West Sub-Stn
22421,Natl Oxygen Pte Ltd,1.30775500000365,103.69872388898081,22421 Natl Oxygen Pte Ltd
22429,Opp Natl Oxygen Pte Ltd,1.30725749703402,103.69908070609895,22429 Opp Natl Oxygen Pte Ltd
22431,Opp Four Leaves,1.33308242562379,103.70742208599415,22431 Opp Four Leaves
22439,Aft Four Leaves,1.33311257526168,103.70680944659455,22439 Aft Four Leaves
22441,Blk 669 CP,1.342816,103.70358,22441 Blk 669 CP
22449,Blk 685B,1.343058,103.703812,22449 Blk 685B
22451,Opp Blk 643,1.33817022625307,103.69561280580359,22451 Opp Blk 643
22459,Blk 643,1.33856290426228,103.69572041924057,22459 Blk 643
22461,Opp Blk 653B,1.33596194443399,103.6962049999685,22461 Opp Blk 653B
22469,Blk 653B,1.33649062479414,103.69631873743737,22469 Blk 653B
22471,Bef Jurong West St 93,1.33509047686273,103.6931453983202,22471 Bef Jurong West St 93
22479,Aft Jurong West St 93,1.33474242487786,103.693102645977,22479 Aft Jurong West St 93
22481,Blk 691A CP,1.3424622384747,103.70554089546958,22481 Blk 691A CP
22489,Blk 683A,1.34258460261,103.70536833792208,22489 Blk 683A
22491,Blk 662D,1.336702,103.705146,22491 Blk 662D
22499,Opp Blk 662C,1.337187,103.704805,22499 Opp Blk 662C
22501,Blk 662A,1.33769199118033,103.70297133237953,22501 Blk 662A
22509,Blk 664C,1.33799405073941,103.70323491142737,22509 Blk 664C
22511,Blk 658C,1.33746181720219,103.70029665103546,22511 Blk 658C
22519,Blk 608,1.33773359608761,103.6999522210238,22519 Blk 608
22521,Pioneer Stn Exit A,1.33741647896432,103.69776790191162,22521 Pioneer Stn Exit A
22529,Pioneer Stn Exit B,1.33777262767008,103.69728617102128,22529 Pioneer Stn Exit B
22531,Opp Jurong West Pr Sch,1.33922673310366,103.6981437537688,22531 Opp Jurong West Pr Sch
22539,Jurong West Pr Sch,1.33919523713654,103.69838678279567,22539 Jurong West Pr Sch
22541,Blk 655,1.33496804809618,103.69761016575693,22541 Blk 655
22549,Opp Blk 655 CP,1.33463563122766,103.69795361380136,22549 Opp Blk 655 CP
22551,Blk 657,1.33498204269222,103.70065616150622,22551 Blk 657
22559,Opp Blk 657 CP,1.33465462202129,103.70101403397047,22559 Opp Blk 657 CP
22561,Blk 660 Cp,1.33497038465954,103.704144267721,22561 Blk 660 Cp
22569,Opp Blk 660 CP,1.33464939590143,103.70458203446965,22569 Opp Blk 660 CP
22591,Blk 670A,1.3447589,103.70289,22591 Blk 670A
22599,Blk 678D,1.3443608,103.7034508,22599 Blk 678D
22609,Soon Lee Bus Pk,1.33048210252836,103.69830144019609,22609 Soon Lee Bus Pk
23011,Carrier Transicold P/L,1.32240518497889,103.69250829071932,23011 Carrier Transicold P/L
23019,Nippon Paint,1.32302099996901,103.69256700002227,23019 Nippon Paint
23021,Aft Benoi Sector,1.32243595181684,103.6851860612218,23021 Aft Benoi Sector
23029,Stamford Tyre,1.32302194442237,103.68622888892132,23029 Stamford Tyre
23031,Bef Benoi Flyover,1.32239543114794,103.68099108399514,23031 Bef Benoi Flyover
23039,Aft Benoi Flyover,1.32303111111252,103.68151388887642,23039 Aft Benoi Flyover
23041,Opp Jurong Camp,1.33334088691759,103.69055967203332,23041 Opp Jurong Camp
23049,Jurong Camp,1.33410764081742,103.69061140570352,23049 Jurong Camp
23051,Bef Kian Teck Rd,1.33168972198862,103.68928138898715,23051 Bef Kian Teck Rd
23059,Aft Kian Teck Rd,1.33071284667323,103.68813759846915,23059 Aft Kian Teck Rd
23061,Aft Kian Teck Rd,1.329527778021,103.68652222202904,23061 Aft Kian Teck Rd
23069,Bef Kian Teck Rd,1.32989950511553,103.68582019131013,23069 Bef Kian Teck Rd
23071,Opp SAFTI Military Inst,1.32977056006705,103.68257796013837,23071 Opp SAFTI Military Inst
23079,SAFTI Military Inst,1.33017908917854,103.68181544225693,23079 SAFTI Military Inst
23081,Opp S'pore Discovery Ctr,1.33011660553179,103.67826798978071,23081 Opp S'pore Discovery Ctr
23089,S'pore Discovery Ctr,1.330433728881,103.67843466317231,23089 S'pore Discovery Ctr
23091,Nippon,1.32451861639004,103.69276227893867,23091 Nippon
23099,Bef First Lok Yang Rd,1.32467117178875,103.69286142759196,23099 Bef First Lok Yang Rd
23101,Auto World Care,1.32453472201272,103.69091333299923,23101 Auto World Care
23109,Aft Third Lok Yang Rd,1.32468138902865,103.69068388898825,23109 Aft Third Lok Yang Rd
23111,Bef Fourth Lok Yang Rd,1.32454666699618,103.68836472199122,23111 Bef Fourth Lok Yang Rd
23119,Aft Fourth Lok Yang Rd,1.32467561470377,103.68847743952205,23119 Aft Fourth Lok Yang Rd
23121,Opp Leroy-Somer,1.32454951872062,103.68564634652004,23121 Opp Leroy-Somer
23129,Leroy-Somer,1.32468096678984,103.68558762196439,23129 Leroy-Somer
23131,MES Logistic Hub,1.32537111100949,103.684046944028,23131 MES Logistic Hub
23139,Bef Lok Yang Way,1.32517166702255,103.68414777801725,23139 Bef Lok Yang Way
23141,Opp Varco,1.32666880692569,103.68401506144217,23141 Opp Varco
23149,Varco,1.32683034567488,103.68416474851742,23149 Varco
23151,Containers Printers,1.32788229015066,103.68483459543562,23151 Containers Printers
23159,Aft Fifth Lok Yang Rd,1.32766374044406,103.68563350571777,23159 Aft Fifth Lok Yang Rd
23161,Aft Kian Teck Rd,1.3278839556405,103.68869472049072,23161 Aft Kian Teck Rd
23169,Bef Kian Teck Rd,1.32768833297607,103.68867638901021,23169 Bef Kian Teck Rd
23171,SKK (S) Pte Ltd,1.32789603640425,103.69118969248986,23171 SKK (S) Pte Ltd
23179,Aft Second Lok Yang Rd,1.32767284372911,103.69102029335356,23179 Aft Second Lok Yang Rd
23181,Aft Kian Teck Rd,1.32790305599387,103.69448861100467,23181 Aft Kian Teck Rd
23189,Bef First Lok Yang Rd,1.32764459746447,103.69397532297509,23189 Bef First Lok Yang Rd
23191,Opp S'Pore Trspt Pte Ltd,1.31966145615591,103.68362765144359,23191 Opp S'Pore Trspt Pte Ltd
23199,S'Pore Trspt Pte Ltd,1.31951264524841,103.68312351699183,23199 S'Pore Trspt Pte Ltd
23201,Opp Shimano Pte Ltd,1.31964589958011,103.68628552653574,23201 Opp Shimano Pte Ltd
23209,Aft Shimano Pte Ltd,1.31950327084795,103.68577614249959,23209 Aft Shimano Pte Ltd
23211,Mapletree Logistics Hub,1.31792061914698,103.6892047185557,23211 Mapletree Logistics Hub
23219,Tru-Marine,1.31832727349422,103.68852528629336,23219 Tru-Marine
23221,Aft Gul Way,1.30896659624814,103.67178095052478,23221 Aft Gul Way
23229,Opp Gul Way,1.30868757581216,103.67180644651505,23229 Opp Gul Way
23231,Keppel Logistics,1.30926499998419,103.67491833296833,23231 Keppel Logistics
23239,Opp Keppel Logistics,1.309154,103.675189,23239 Opp Keppel Logistics
23241,Aft Benoi Rd,1.3102543597714,103.67981162071217,23241 Aft Benoi Rd
23249,Bef Benoi Rd,1.30990348653039,103.67948846644917,23249 Bef Benoi Rd
23251,Aft Shipyard Rd,1.3117223561773,103.68378143028161,23251 Aft Shipyard Rd
23259,Bef Shipyard Rd,1.31139556205987,103.6836649596919,23259 Bef Shipyard Rd
23261,Opp Exxon Mobil,1.31264863196713,103.68577338809426,23261 Opp Exxon Mobil
23269,Exxon Mobil,1.312406285462,103.6857799047387,23269 Exxon Mobil
23279,Bef Benoi Sector,1.3149287594586,103.69162853660083,23279 Bef Benoi Sector
23281,Aft Pioneer Rd,1.30650617564734,103.6789673712784,23281 Aft Pioneer Rd
23291,ST Marine,1.30382409549165,103.67930477414359,23291 ST Marine
23301,Bef Benoi Basin,1.30212057066579,103.67953903241491,23301 Bef Benoi Basin
23311,Keppel Shipyard,1.30178638897679,103.67745555601714,23311 Keppel Shipyard
23321,Bef Benoi Lane,1.30404333032775,103.67618479236954,23321 Bef Benoi Lane
23331,Opp JP Nelson,1.30689333299079,103.67584222201577,23331 Opp JP Nelson
23341,Aft Pioneer Rd,1.31118496429579,103.67850804808974,23341 Aft Pioneer Rd
23349,Bef Pioneer Rd,1.31076855055702,103.67871579430353,23349 Bef Pioneer Rd
23351,Aft Gul Ave,1.31615485867639,103.67874941599844,23351 Aft Gul Ave
23359,Opp Gul Ave,1.31500500807478,103.6788828370567,23359 Opp Gul Ave
23361,Opp Keppel Logistics,1.31910770453777,103.6788383227952,23361 Opp Keppel Logistics
23369,Keppel Logistics,1.31907826658404,103.67911023430729,23369 Keppel Logistics
23371,Bef Joo Koon Int,1.32595445317751,103.6790814673288,23371 Bef Joo Koon Int
23379,Opp Joo Koon Int,1.3265431228454,103.67939439835483,23379 Opp Joo Koon Int
23389,PEC Ltd,1.30755644701044,103.69377301234816,23389 PEC Ltd
23399,Keppel Offshore & Marine,1.30533638898993,103.69237083299343,23399 Keppel Offshore & Marine
23409,Mobil Marine Ter,1.30352138897737,103.68933638897875,23409 Mobil Marine Ter
23419,Bef Shipyard Cres,1.30380777799126,103.6861461109867,23419 Bef Shipyard Cres
23429,Opp EMAS Marine Base,1.30456833652112,103.68472051252805,23429 Opp EMAS Marine Base
23439,Opp SML Shipyard Ltd,1.30774277950908,103.68468656882482,23439 Opp SML Shipyard Ltd
23441,Bef Benoi Pl,1.31304186906391,103.67862695881058,23441 Bef Benoi Pl
23449,Aft Benoi Pl,1.31284166701008,103.67877583300174,23449 Aft Benoi Pl
23451,Jurong Shipyard,1.30402666700212,103.6972844439932,23451 Jurong Shipyard
23461,Tanoto Shipyard,1.30546916761511,103.69643466903611,23461 Tanoto Shipyard
23469,Opp Tanoto Shipyard,1.3050852014562,103.69683459275382,23469 Opp Tanoto Shipyard
23471,Aft Benoi Rd,1.31966340928848,103.68097194774356,23471 Aft Benoi Rd
23479,Bef Benoi Rd,1.31950924526288,103.68065985334341,23479 Bef Benoi Rd
23481,Molex,1.32791691676156,103.68174669439477,23481 Molex
23489,Opp Molex,1.32759688194654,103.68048864270644,23489 Opp Molex
23491,Joo Koon Stn Exit B,1.32792408366339,103.67780864699097,23491 Joo Koon Stn Exit B
23499,Joo Koon Stn Exit A,1.32755092355685,103.67805103515069,23499 Joo Koon Stn Exit A
23501,Aft Pioneer Rd Nth,1.32453160328451,103.6958354332658,23501 Aft Pioneer Rd Nth
23509,Hoe Keng Motor,1.32468013030892,103.69561678727867,23509 Hoe Keng Motor
23519,Opp FairPrice Hub,1.32479352408668,103.6793660000188,23519 Opp FairPrice Hub
24009,Joo Koon Int,1.32697254709069,103.67839791240787,24009 Joo Koon Int
24011,M.C. Packaging Pte Ltd,1.32230923979842,103.6776263194759,24011 M.C. Packaging Pte Ltd
24019,Liang Huat Ind Cplx,1.32288721900936,103.67728206793541,24019 Liang Huat Ind Cplx
24021,Meritor Heavy Veh Systems,1.32185257239826,103.67087977752024,24021 Meritor Heavy Veh Systems
